,Id_card,Id_firm,Organization_name,Rubric,Project,Subject,district_ofsubject,city,index_of_city,post_index,street,house_num,houseId,Callphones,Email,Sites,SocialNetworks,how_to_pay,work_schedule,philial_amount,lat,lon
253,70000001032954192,4504136498316193,"Пятерочка, сеть универсамов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,140,4504235282579719,8-800-555-55-05,,5ka.ru,club19098821|pyaterochka|pyaterochka_turbo|pyaterochka|group/52345843351624,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,2237,55.62696360301229,37.5109946177755
258,70000001036593890,70000001036593889,"Розелин, ООО, мини-маркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Новоясеневский проспект,32 к1,4504235282558353,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,1,55.6040121086248,37.53966803316089
288,4504127917448014,4504136499573319,"Сулак, ООО, мини-маркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,9,4504235283106596,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 24:00|Вторник: с 8:00 до 24:00|Среда: с 8:00 до 24:00|Четверг: с 8:00 до 24:00|Пятница: с 8:00 до 24:00|Суббота: с 8:00 до 24:00|Воскресенье: с 8:00 до 24:00,1,55.6336139119089,37.485789957028295
299,70000001031504730,4504137598352375,"Фасоль, сеть мини-маркетов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,135 к2,4504235282571385,8-800-700-10-77,,myfasol.ru,moskva.fasol,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,215,55.642105058533296,37.47737238349001
300,70000001030820008,4504137598352375,"Фасоль, сеть мини-маркетов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,16 к1,4504235282561264,8-800-700-10-77,,myfasol.ru,moskva.fasol,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,215,55.6070920687718,37.5227528461924
301,70000001031722189,4504137598352375,"Фасоль, сеть мини-маркетов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,12 к1,4504235282561269,8-800-700-10-77,,myfasol.ru,moskva.fasol,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,215,55.6087284959616,37.518182757016
306,4504127908835098,4504136499560059,"Хлебосол, мини-маркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Ясногорская улица,17 к1,4504235282558691,+7 (495) 421-76-00,,,,Наличный расчёт|Расчёт по картам,"Понедельник: с 8:00 до 16:00, с 16:25 до 23:00|Вторник: с 8:00 до 16:00, с 16:25 до 23:00|Среда: с 8:00 до 16:00, с 16:25 до 23:00|Четверг: с 8:00 до 16:00, с 16:25 до 23:00|Пятница: с 8:00 до 16:00, с 16:25 до 23:00|Суббота: с 8:00 до 16:00, с 16:25 до 23:00|Воскресенье: с 8:00 до 16:00, с 16:25 до 23:00",1,55.601989368473205,37.533139257339
311,70000001028434399,70000001028434398,Экомаркет,Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,1 к1,4504235282568476,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,1,55.632824203838,37.481468701185605
315,70000001021000199,70000001021000198,"Этношоп, ООО, мини-маркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Одоевского проезд,7 к7,4504235282561148,+7-966-099-97-66,info@armshop.ru,armshop.ru|armeniaonline.ru,,Наличный расчёт|Расчёт по картам,Понедельник: с 11:00 до 20:00|Вторник: с 11:00 до 20:00|Среда: с 11:00 до 20:00|Четверг: с 11:00 до 20:00|Пятница: с 11:00 до 20:00|Суббота: -|Воскресенье: -,1,55.5992731284675,37.5111805690394
86,4504127908787488,4504136498503894,"Инесса, ООО, мини-маркет",Супермаркеты|Аксессуары к мобильным телефонам,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Инессы Арманд улица,6а,4504235282577842,+7-906-786-38-52,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,2,55.5909876994826,37.54523480314511
8,70000001032264075,70000001028701845,"EUROSPAR, сеть супермаркетов",Супермаркеты|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Рокотова улица,5,4504235282683761,8-800-500-72-04,office@spar-nn.ru,spar-nn.ru|myspar.ru,sparvolga|spar_nn|sparvolga|sparvolga|sparvolga,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,42,55.610222074457205,37.551672938954795
9,70000001037836091,70000001028701845,"EUROSPAR, сеть супермаркетов",Супермаркеты|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Ясногорская улица,7а,70030076151144538,8-800-500-72-04,office@spar-nn.ru,spar-nn.ru|myspar.ru,sparvolga|spar_nn|sparvolga|sparvolga|sparvolga,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,42,55.6085957272741,37.53737984446921
200,70000001028794842,4504136498303078,"Перекресток, сеть супермаркетов",Супермаркеты|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Литовский бульвар,22,4504235282589702,+7 (495) 139-12-89|8-800-200-95-55|+7 (499) 962-80-66|8-800-100-16-10,info@x5.ru,perekrestok.ru,perekrestok_shop|perekrestok|perekrestok|perekrestok|perekrestok.shop,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,427,55.611959095460904,37.5376620052999
203,4504127909010589,4504136498303078,"Перекресток, сеть супермаркетов",Супермаркеты|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Голубинская улица,28,4504235282577922,+7 (495) 622-88-88|8-800-200-95-55|+7 (499) 962-80-66|8-800-100-16-10,info@x5.ru,perekrestok.ru,perekrestok_shop|perekrestok|perekrestok|perekrestok|perekrestok.shop,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,427,55.5951502938356,37.541652321792
205,4504127918227776,4504136498303078,"Перекресток, сеть супермаркетов",Супермаркеты|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Ясногорская улица,2,4504235282560742,+7 (495) 139-12-90|8-800-200-95-55|+7 (499) 962-80-66|8-800-100-16-10,info@x5.ru,perekrestok.ru,perekrestok_shop|perekrestok|perekrestok|perekrestok|perekrestok.shop,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,427,55.610225481254,37.5364551187157
149,70000001041186508,70000001041186507,"Магазин сыров, ИП Дюряев Ю.Н.",Сыры,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к1,4504235310822427,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.6178057830857,37.511737614347
278,70000001032999660,70000001032999659,"Свежие продукты, компания",Сыры|Жир / Маслопродукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,137 к1,4504235282573002,+7-916-248-02-42,,fresh-products.ru/,,Наличный расчёт,Понедельник: с 9:00 до 18:00|Вторник: с 9:00 до 18:00|Среда: с 9:00 до 18:00|Четверг: с 9:00 до 18:00|Пятница: с 9:00 до 18:00|Суббота: -|Воскресенье: -,1,55.6421457034645,37.47301465604671
65,70000001034115383,4504137598379063,"Дети Райка, сеть театральных студий",Театральные курсы|Творческие коллективы|Детские / подростковые клубы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Литовский бульвар,7,4504235282560695,+7 (495) 220-84-00|+7-985-224-43-53|+7-985-512-94-94,msk@i-actor.ru,detiraika.com,detirayka|deti_raika|detiraikamos,Наличный расчёт|Оплата через банк|Оплата через Интернет,Понедельник: с 10:00 до 21:00|Вторник: с 10:00 до 21:00|Среда: с 10:00 до 21:00|Четверг: с 10:00 до 21:00|Пятница: с 10:00 до 21:00|Суббота: с 10:00 до 21:00|Воскресенье: с 10:00 до 21:00,14,55.613785268893004,37.5388467034966
10,4504127908392765,70000001038262639,"FORT Ясенево, торгово-развлекательный центр",Торгово-развлекательные центры / Моллы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,11,4504235282561065,+7 (499) 650-83-28,inet@fortgroup.ru,fort-yasenevo.ru|www.zolotoy-vavilon.ru,fort.yasenevo|fort_yasenevo_|fort.yasenevo,Наличный расчёт|Расчёт по картам,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.606538695664995,37.5361677476563
88,70000001020796072,70000001020796071,"Калита, торгово-развлекательный центр",Торгово-развлекательные центры / Моллы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,вл7,4504235283044653,+7 (495) 737-54-15|+7 (495) 737-54-20,,www.tckalita.ru,club123807712|kalita_mall|1551539275154874,,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.6073892963573,37.532022831103895
214,4504127908880145,4504136498564533,"Принц Плаза, торгово-развлекательный центр",Торгово-развлекательные центры / Моллы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Профсоюзная улица,129а,4504235282684063,+7 (495) 987-17-00,prince-plaza@mail.ru,www.princeplaza.ru,tc_prince_plaza|322647957829355,,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.618759133445394,37.5067375914756
286,4504127908416473,4504136498307101,"СПЕКТР, торгово-развлекательный центр",Торгово-развлекательные центры / Моллы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1,4504235282684000,+7 (495) 781-57-15|+7 (495) 781-00-93|+7 (495) 781-55-13|+7 (495) 781-55-17,gvv@zbuild.ru,www.spektr-center.ru,spektrcenter|spektr_center|spektrcentr|group/57597976445175,Наличный расчёт|Оплата через банк|Расчёт по картам,Понедельник: с 10:00 до 23:00|Вторник: с 10:00 до 23:00|Среда: с 10:00 до 23:00|Четверг: с 10:00 до 23:00|Пятница: с 10:00 до 23:00|Суббота: с 10:00 до 23:00|Воскресенье: с 10:00 до 23:00,1,55.619524877607496,37.509270840576896
13,4504127908393379,70000001039972060,Konkovo Market,Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,126 к1,4504235282571503,+7 (495) 424-01-22,friends@konkovomarket.ru,konkovomarket.ru/,konkovo_market|konkovo_market|KonkovoMarket,,Понедельник: с 10:00 до 20:00|Вторник: с 10:00 до 20:00|Среда: с 10:00 до 20:00|Четверг: с 10:00 до 20:00|Пятница: с 10:00 до 20:00|Суббота: с 10:00 до 20:00|Воскресенье: с 10:00 до 20:00,1,55.632157462314304,37.518299538003
54,4504127908958994,4504136498607416,"Галантерея, универсальный магазин",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,123 к2,4504235282571371,+7 (495) 438-55-44|+7 (495) 438-56-56,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 20:00|Вторник: с 9:00 до 20:00|Среда: с 9:00 до 20:00|Четверг: с 9:00 до 20:00|Пятница: с 9:00 до 20:00|Суббота: с 9:00 до 20:00|Воскресенье: с 10:00 до 18:00,1,55.6454275910546,37.484587472189006
55,70000001038513822,70000001038513821,"Галеон, торговый центр",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,123в,4504235326147901,,,www.md-grp.ru/proekty/kommercheskaya-nedvizhimost/trc-galeon-na-leninskom-prospekte,,,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.6478102780099,37.4811759402345
111,70000001033298505,70000001033298504,"КЭМП, торговый центр",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,1,4504235282602892,+7 (495) 150-40-26,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,1,55.6068831182049,37.5248389139452
104,4504127918882018,4504136498300558,"Коньково Пассаж, торговый комплекс, ООО ТК Коньково",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,126 к2,4504235282571585,+7 (499) 724-73-72,,www.konkovo.ru,konkovo_passage|konkovo.passage|konkovopas,,Понедельник: с 10:00 до 20:00|Вторник: с 10:00 до 20:00|Среда: с 10:00 до 20:00|Четверг: с 10:00 до 20:00|Пятница: с 10:00 до 20:00|Суббота: с 10:00 до 20:00|Воскресенье: с 10:00 до 20:00,2,55.6312324920392,37.5172262309015
105,4504127920478167,4504136498300558,"Коньково Пассаж, торговый комплекс, ООО ТК Коньково",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,126 к3,4504235282571677,+7 (499) 724-73-72,,www.konkovo.ru,konkovo_passage|konkovo.passage|konkovopas,,Понедельник: с 8:30 до 21:00|Вторник: с 8:30 до 21:00|Среда: с 8:30 до 21:00|Четверг: с 8:30 до 21:00|Пятница: с 8:30 до 21:00|Суббота: с 8:30 до 21:00|Воскресенье: с 8:30 до 21:00,2,55.6304019261757,37.5169407463042
110,4504127917334305,4504136499559170,"Крокус, универмаг",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,126,4504235282570358,+7 (495) 429-52-82,,,,Наличный расчёт,Понедельник: с 10:00 до 20:00|Вторник: с 10:00 до 20:00|Среда: с 10:00 до 20:00|Четверг: с 10:00 до 20:00|Пятница: с 10:00 до 20:00|Суббота: с 10:00 до 20:00|Воскресенье: с 10:00 до 19:00,1,55.6324410321292,37.5173593612266
112,70000001025411085,70000001025411084,"Лабиринт, торговый центр",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Островитянова улица,18,4504235282579966,+7 (495) 338-81-55,,,,Наличный расчёт|Оплата через банк,Понедельник: с 10:00 до 23:00|Вторник: с 10:00 до 23:00|Среда: с 10:00 до 23:00|Четверг: с 10:00 до 23:00|Пятница: с 10:00 до 23:00|Суббота: с 10:00 до 23:00|Воскресенье: с 10:00 до 23:00,1,55.6364002239083,37.511153350086296
289,4504128908371901,4504137598300459,"ТвинПлаза, торговый центр",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,2а,4504235282789799,+7 (495) 987-15-02|+7 (499) 987-15-60,,,,Оплата через банк,Понедельник: с 10:00 до 21:00|Вторник: с 10:00 до 21:00|Среда: с 10:00 до 21:00|Четверг: с 10:00 до 21:00|Пятница: с 10:00 до 21:00|Суббота: с 10:00 до 21:00|Воскресенье: с 10:00 до 21:00,1,55.617849401927394,37.5056618589229
291,4504127908768679,4504136498490159,"Торгсин-Маркет, ООО, торговый дом",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,1,4504235282569053,+7 (495) 426-11-11|+7 (495) 426-14-11,torgsin-to@bk.ru,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 21:00,1,55.6029455462023,37.5427063151148
292,4504127917451785,4504136499573992,"Тропарёво, торговый центр",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Тёплый Стан улица,27 ст1,4504235282568028,+7 (495) 337-35-09,bramsltd@post.ru,,,Наличный расчёт|Оплата через банк|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.6306709739221,37.4821779211024
302,4504127919849502,4504136499914477,"Фестивальный, торговый центр",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Голубинская улица,28,4504235282577922,+7-926-191-41-19,,,,Наличный расчёт|Оплата через банк,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.5951502938356,37.541652321792
314,70000001038594365,70000001038594364,"ЭТАЖИ, торговый центр",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Ясногорская улица,7а,70030076151144538,+7-905-700-46-05,,,,,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.6085957272741,37.53737984446921
313,70000001032916784,70000001032916783,"Электромир, центр электроники",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1а,4504235282720380,+7-915-435-24-15,info@electricw.ru,electricw.ru/,,,Понедельник: с 9:00 до 20:00|Вторник: с 9:00 до 20:00|Среда: с 9:00 до 20:00|Четверг: с 9:00 до 20:00|Пятница: с 9:00 до 20:00|Суббота: с 9:00 до 20:00|Воскресенье: с 9:00 до 20:00,1,55.618190826981795,37.5107364419629
318,4504127908426904,4504136498310176,"Ясенево, торговый дом",Торговые центры / Универсальные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Литовский бульвар,22,4504235282589702,+7 (499) 402-91-70|+7 (499) 402-91-71,yasenevo@tdyasenevo.ru,tdyasenevo.ru,,Наличный расчёт|Оплата через банк|Расчёт по картам,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.611959095460904,37.5376620052999
290,4504127908390427,4504136498299372,"Тёплый Стан, торгово-офисный центр",Торговые центры / Универсальные магазины|Бизнес-центры,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Генерала Тюленева улица,4а ст3,4504235282603133,+7 (495) 337-99-11|+7 (495) 424-09-22,,,,Оплата через банк,Понедельник: с 7:00 до 22:00|Вторник: с 7:00 до 22:00|Среда: с 7:00 до 22:00|Четверг: с 7:00 до 22:00|Пятница: с 7:00 до 22:00|Суббота: с 7:00 до 22:00|Воскресенье: с 7:00 до 22:00,1,55.6254762051587,37.4835161413811
5,70000001039468842,70000001025041162,"Cofix, сеть кофеен фиксированных цен",Точки безалкогольных напитков|Быстрое питание|Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,7,4504235283044653,+7-915-494-02-11,info@cofix.ru,cofix.ru,cofixrussia|cofixrussia|cofixrussia,Наличный расчёт|Расчёт по картам,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,150,55.6073892963573,37.532022831103895
91,70000001022639849,70000001006498797,"Каравай СВ, сеть булочных",Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,1,4504235283015750,+7-925-480-52-73|+7 (495) 617-63-89,4609791@mail.ru|karavay.sv@gmail.com,karavay-sv.ru,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:30|Вторник: с 9:00 до 21:30|Среда: с 9:00 до 21:30|Четверг: с 9:00 до 21:30|Пятница: с 9:00 до 21:30|Суббота: с 9:00 до 21:30|Воскресенье: с 9:00 до 21:30,224,55.6320377322181,37.4833743872293
92,70000001035778562,70000001006498797,"Каравай СВ, сеть булочных",Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,3а,4504235282602891,+7 (495) 617-63-89,4609791@mail.ru|karavay.sv@gmail.com,karavay-sv.ru,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,224,55.604638494503796,37.5234776069637
93,70000001036703023,70000001006498797,"Каравай СВ, сеть булочных",Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,1д,4504235282578716,+7 (495) 617-63-89,4609791@mail.ru|karavay.sv@gmail.com,karavay-sv.ru,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,224,55.6195447034867,37.5020867437552
94,70000001036628675,70000001006498797,"Каравай СВ, сеть булочных",Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,8 к1,4504235282569077,+7 (495) 617-63-89,4609791@mail.ru|karavay.sv@gmail.com,karavay-sv.ru,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,224,55.5991223732934,37.538325321305706
95,70000001041184373,70000001006498797,"Каравай СВ, сеть булочных",Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1а ст1,70030076178066140,+7 (495) 617-63-89,4609791@mail.ru|karavay.sv@gmail.com,karavay-sv.ru,,Расчёт по картам|Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,224,55.618173694795196,37.509555786185004
99,4504128908917876,70000001025916202,"Киоск хлебобулочных изделий, ИП Чекмаев С.И.",Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Новоясеневский проспект,21 к3а киоск,4504235283034294,,,,,Наличный расчёт,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,1,55.6043766413058,37.55527096116229
155,70000001027831836,70000001027831835,Магазин-пекарня,Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,146,4504235282569400,,,,,Наличный расчёт,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,1,55.6237843126753,37.5076135387092
211,70000001020673892,4504136499323586,"Печоринъ, магазин хлебобулочных изделий",Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,+7-966-145-35-88,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 11:00 до 24:00|Вторник: с 11:00 до 24:00|Среда: с 11:00 до 24:00|Четверг: с 11:00 до 24:00|Пятница: с 11:00 до 24:00|Суббота: с 11:00 до 24:00|Воскресенье: с 11:00 до 24:00,1,55.6038107191333,37.523076778683894
